model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
tfidf_logistic_regression,0.7814638500446296,0.7036194155493231,0.7370638825250593,0.7144356427562352,0.8068312230053628,0.7814638500446296,0.7903603511481929
tfidf_linear_svm,0.8033323415650104,0.7237994830126789,0.7241013718814368,0.7235899474398003,0.8027580532764358,0.8033323415650104,0.802721567001423
